Date,Volume,Volume Weight,Open,Close,High,Low,Transactions
2022-05-25,22165.052313579177,29745.7843,29625.0,29503.49,30219.30951769,29296.12,562498
2022-05-26,37102.601414627294,29164.8177,29503.48,29166.06,29859.22423568,27505.0,751653
2022-05-27,29819.171817966308,28835.5336,29166.06,28598.31,29386.5,28220.0,768603
2022-05-28,10545.425016599449,28858.6352,28618.20387438,29008.99,29269.0,28500.0,390738
2022-05-29,10594.051447563155,29201.2756,29008.99,29447.07,29699.25013822,28809.84,392906
2022-05-30,38503.70940993519,30811.2401,29447.08,31711.42,32503.0,29273.65,735887
2022-05-31,27583.45210779428,31707.2332,31721.53,31784.05,32407.93272565,31183.7,649373
2022-06-01,36869.61994964293,30692.1045,31784.18,29833.0,31974.1614267,29308.01,763425
2022-06-02,26915.770604338795,30025.4906,29785.1,30433.75,31449.2,29558.61,599554
2022-06-03,20527.701530447877,29818.2358,30429.11,29670.85,30708.17873851,29213.47,533097
2022-06-04,8674.650125514732,29705.2313,29672.77,29843.18,30028.0,29450.1,310712
2022-06-05,8162.699497364753,29875.5378,29837.56,29901.51,30245.0,29505.65,308588
2022-06-06,28615.80485031629,31223.1468,29894.04,31350.32,31775.0,29866.44,657244
2022-06-07,35401.073107778495,30236.2218,31371.0,31098.6,31591.0,29174.0,805807
2022-06-08,22250.972860935413,30440.8867,31097.2,30180.42,31339.0,29829.98,662890
2022-06-09,17370.70511079985,30196.728,30182.92,30079.61,30711.83055338,29892.2,509741
2022-06-10,32413.469962385094,29446.3483,30079.59,29063.11,30395.0,28821.15,687574
2022-06-11,19343.2678016991,28673.8656,29054.33,28388.63,29456.0,28080.01,568391
2022-06-12,31238.832142803458,27529.0746,28397.9,26555.2,28558.26751191,26506.5,733481
2022-06-13,141785.5636843512,24081.8841,26555.2,22460.97,26951.0,21920.0,2240555
2022-06-14,74314.02184245872,22069.8527,22500.0,22119.97,23377.0,20816.4,1485728
2022-06-15,94380.078054093,21218.7724,22120.23,22562.33,22810.0,20071.0,1730469
2022-06-16,52222.512567962294,21243.0445,22562.33,20372.0,23010.0,20200.0,966834
2022-06-17,55985.295598188146,20626.4194,20371.96,20447.86,21362.0,20209.73,850828
